transaction_date,bank_id,bank_name,high_value_customers,medium_value_customers,regular_customers,high_value_volume,medium_value_volume,regular_value_volume,avg_high_value,avg_medium_value,avg_regular_value,customer_retention_rate,new_customers
2025-08-27,BNK005,Digital Banking Corp,123,288,413,67976.36,28323.48,16994.09,552.65,98.35,41.15,93.2,67
2025-08-27,BNK006,Heritage Bank,50,117,169,22716.61,9465.25,5679.15,454.33,80.9,33.6,97.7,23
2025-08-27,BNK007,Innovation Bank,63,149,214,41094.74,17122.81,10273.68,652.3,114.92,48.01,89.5,36
2025-08-28,BNK001,Premier Bank,97,227,325,61552.72,25646.97,15388.18,634.56,112.98,47.35,85.1,86
2025-08-28,BNK002,Community First Bank,101,237,340,37137.69,15474.04,9284.42,367.7,65.29,27.31,85.4,97
2025-08-28,BNK003,Metro Financial,76,177,254,44295.65,18456.52,11073.91,582.84,104.27,43.6,96.6,52
2025-08-28,BNK004,Regional Trust Bank,73,171,247,33868.13,14111.72,8467.03,463.95,82.52,34.28,92.1,56
2025-08-28,BNK005,Digital Banking Corp,120,281,404,69685.57,29035.65,17421.39,580.71,103.33,43.12,90.0,92
2025-08-28,BNK006,Heritage Bank,40,95,138,21088.06,8786.69,5272.01,527.2,92.49,38.2,85.6,15
2025-08-28,BNK007,Innovation Bank,60,141,204,44999.38,18749.74,11249.84,749.99,132.98,55.15,90.9,42
2025-08-29,BNK001,Premier Bank,94,220,315,67689.22,28203.84,16922.3,720.1,128.2,53.72,96.5,38
2025-08-29,BNK002,Community First Bank,79,185,266,44265.43,18443.93,11066.36,560.32,99.7,41.6,95.7,37
2025-08-29,BNK003,Metro Financial,65,153,220,59111.8,24629.92,14777.95,909.41,160.98,67.17,90.1,35
2025-08-29,BNK004,Regional Trust Bank,78,183,264,45039.19,18766.33,11259.8,577.43,102.55,42.65,90.2,34
2025-08-29,BNK005,Digital Banking Corp,138,323,463,62321.82,25967.42,15580.45,451.61,80.39,33.65,91.5,120
2025-08-29,BNK006,Heritage Bank,55,129,186,28148.05,11728.35,7037.01,511.78,90.92,37.83,90.7,36
2025-08-29,BNK007,Innovation Bank,74,174,250,52750.12,21979.22,13187.53,712.84,126.32,52.75,96.0,60
2025-08-30,BNK001,Premier Bank,31,73,106,27060.7,11275.29,6765.18,872.93,154.46,63.82,91.4,15
2025-08-30,BNK002,Community First Bank,49,116,168,31203.65,13001.52,7800.91,636.81,112.08,46.43,96.5,35
2025-08-30,BNK003,Metro Financial,36,85,123,31243.74,13018.23,7810.93,867.88,153.16,63.5,87.9,18
2025-08-30,BNK004,Regional Trust Bank,28,66,96,16573.11,6905.46,4143.28,591.9,104.63,43.16,95.4,10
2025-08-30,BNK005,Digital Banking Corp,53,123,178,44307.4,18461.42,11076.85,835.99,150.09,62.23,97.9,22
2025-08-30,BNK006,Heritage Bank,27,63,92,14108.5,5878.54,3527.13,522.54,93.31,38.34,95.3,16
2025-08-30,BNK007,Innovation Bank,29,69,100,22063.8,9193.25,5515.95,760.82,133.24,55.16,91.4,27
2025-08-31,BNK001,Premier Bank,17,39,58,13540.69,5641.95,3385.17,796.51,144.67,58.37,90.4,11
2025-08-31,BNK002,Community First Bank,22,51,74,11560.24,4816.77,2890.06,525.47,94.45,39.05,85.6,7
2025-08-31,BNK003,Metro Financial,25,60,87,11273.24,4697.18,2818.31,450.93,78.29,32.39,88.2,20
2025-08-31,BNK004,Regional Trust Bank,14,34,51,10467.65,4361.52,2616.91,747.69,128.28,51.31,86.6,6
2025-08-31,BNK005,Digital Banking Corp,18,43,63,14306.01,5960.84,3576.5,794.78,138.62,56.77,90.3,14
2025-08-31,BNK006,Heritage Bank,13,30,45,6297.39,2623.91,1574.35,484.41,87.46,34.99,94.3,5
2025-08-31,BNK007,Innovation Bank,24,58,84,13240.84,5517.02,3310.21,551.7,95.12,39.41,86.0,23
2025-09-01,BNK001,Premier Bank,94,220,315,72042.23,30017.6,18010.56,766.41,136.44,57.18,88.4,85
2025-09-01,BNK002,Community First Bank,100,234,335,48318.64,20132.77,12079.66,483.19,86.04,36.06,96.2,85
2025-09-01,BNK003,Metro Financial,74,174,251,49037.55,20432.31,12259.39,662.67,117.43,48.84,87.2,65
2025-09-01,BNK004,Regional Trust Bank,80,186,268,35689.3,14870.54,8922.33,446.12,79.95,33.29,95.0,58
2025-09-01,BNK005,Digital Banking Corp,83,194,278,43880.03,18283.35,10970.01,528.68,94.24,39.46,89.4,42
2025-09-01,BNK006,Heritage Bank,41,96,138,24269.57,10112.32,6067.39,591.94,105.34,43.97,86.6,27
2025-09-01,BNK007,Innovation Bank,78,183,262,46386.31,19327.63,11596.58,594.7,105.62,44.26,92.6,44
2025-09-02,BNK001,Premier Bank,35,82,119,29429.69,12262.37,7357.42,840.85,149.54,61.83,91.2,20
2025-09-02,BNK002,Community First Bank,25,58,85,24528.27,10220.11,6132.07,981.13,176.21,72.14,93.3,23
2025-09-02,BNK003,Metro Financial,27,62,91,20711.26,8629.69,5177.81,767.08,139.19,56.9,87.1,15
2025-09-02,BNK004,Regional Trust Bank,21,51,74,12676.47,5281.86,3169.12,603.64,103.57,42.83,86.8,16
2025-09-02,BNK005,Digital Banking Corp,71,166,240,28108.23,11711.76,7027.06,395.89,70.55,29.28,94.5,68
2025-09-02,BNK006,Heritage Bank,17,39,58,9979.97,4158.32,2494.99,587.06,106.62,43.02,88.6,16
2025-09-02,BNK007,Innovation Bank,40,95,137,20313.24,8463.85,5078.31,507.83,89.09,37.07,85.8,30
2025-09-03,BNK001,Premier Bank,106,249,358,69875.7,29114.88,17468.92,659.2,116.93,48.8,85.7,99
2025-09-03,BNK002,Community First Bank,47,110,158,30909.17,12878.82,7727.29,657.64,117.08,48.91,91.9,36
2025-09-03,BNK003,Metro Financial,95,221,318,55578.9,23157.88,13894.73,585.04,104.79,43.69,95.8,41
2025-09-03,BNK004,Regional Trust Bank,26,62,91,26188.12,10911.72,6547.03,1007.24,176.0,71.95,85.5,24
2025-09-03,BNK005,Digital Banking Corp,127,296,424,71869.48,29945.62,17967.37,565.9,101.17,42.38,89.1,53
2025-09-03,BNK006,Heritage Bank,25,59,86,17148.89,7145.37,4287.22,685.96,121.11,49.85,91.1,18
2025-09-03,BNK007,Innovation Bank,149,347,498,56943.76,23726.56,14235.94,382.17,68.38,28.59,85.4,77
2025-09-04,BNK001,Premier Bank,114,268,384,61318.58,25549.41,15329.65,537.88,95.33,39.92,85.4,70
2025-09-04,BNK002,Community First Bank,78,184,264,42115.84,17548.26,10528.96,539.95,95.37,39.88,96.6,77
2025-09-04,BNK003,Metro Financial,92,215,310,54160.47,22566.86,13540.12,588.7,104.96,43.68,93.3,40
2025-09-04,BNK004,Regional Trust Bank,80,188,270,53895.01,22456.25,13473.75,673.69,119.45,49.9,96.8,54
2025-09-04,BNK005,Digital Banking Corp,124,290,417,93092.33,38788.47,23273.08,750.74,133.75,55.81,87.0,118
2025-09-04,BNK006,Heritage Bank,54,128,184,28485.16,11868.82,7121.29,527.5,92.73,38.7,94.8,45
2025-09-04,BNK007,Innovation Bank,102,239,344,52432.09,21846.71,13108.02,514.04,91.41,38.1,94.2,47
2025-09-05,BNK001,Premier Bank,104,243,348,55119.23,22966.35,13779.81,529.99,94.51,39.6,87.7,82
2025-09-05,BNK002,Community First Bank,58,136,197,41261.84,17192.43,10315.46,711.41,126.41,52.36,87.9,36
2025-09-05,BNK003,Metro Financial,118,275,394,60213.0,25088.75,15053.25,510.28,91.23,38.21,95.2,101
2025-09-05,BNK004,Regional Trust Bank,124,291,417,50745.84,21144.1,12686.46,409.24,72.66,30.42,90.9,107
2025-09-05,BNK005,Digital Banking Corp,154,359,515,86228.02,35928.34,21557.0,559.92,100.08,41.86,95.9,118
2025-09-05,BNK006,Heritage Bank,51,119,172,28634.35,11930.98,7158.59,561.46,100.26,41.62,88.0,26
2025-09-05,BNK007,Innovation Bank,100,233,334,47005.42,19585.59,11751.36,470.05,84.06,35.18,89.1,41
2025-09-06,BNK001,Premier Bank,114,268,384,96123.01,40051.25,24030.75,843.18,149.44,62.58,88.6,54
2025-09-06,BNK002,Community First Bank,78,183,263,50485.71,21035.71,12621.43,647.25,114.95,47.99,90.9,73
2025-09-06,BNK003,Metro Financial,111,261,374,60619.96,25258.31,15154.99,546.13,96.78,40.52,86.4,91
2025-09-06,BNK004,Regional Trust Bank,107,251,360,58682.2,24450.92,14670.55,548.43,97.41,40.75,93.9,42
2025-09-06,BNK005,Digital Banking Corp,120,282,404,73005.71,30419.04,18251.43,608.38,107.87,45.18,97.0,86
2025-09-06,BNK006,Heritage Bank,62,145,209,28491.12,11871.3,7122.78,459.53,81.87,34.08,89.7,52
2025-09-06,BNK007,Innovation Bank,102,239,342,55186.6,22994.42,13796.65,541.05,96.21,40.34,88.3,81
2025-09-07,BNK001,Premier Bank,26,62,91,21130.33,8804.3,5282.58,812.7,142.0,58.05,85.5,23
2025-09-07,BNK002,Community First Bank,37,86,124,16127.38,6719.74,4031.84,435.88,78.14,32.51,90.8,28
2025-09-07,BNK003,Metro Financial,44,103,149,17188.73,7161.97,4297.18,390.65,69.53,28.84,87.9,34
2025-09-07,BNK004,Regional Trust Bank,16,37,54,9638.17,4015.9,2409.54,602.39,108.54,44.62,95.0,10
2025-09-07,BNK005,Digital Banking Corp,32,75,109,24100.35,10041.81,6025.09,753.14,133.89,55.28,93.0,20
2025-09-07,BNK006,Heritage Bank,10,24,35,6100.44,2541.85,1525.11,610.04,105.91,43.57,96.6,6
2025-09-07,BNK007,Innovation Bank,19,44,64,11313.98,4714.16,2828.5,595.47,107.14,44.2,95.9,16
2025-09-08,BNK001,Premier Bank,94,220,317,66330.85,27637.85,16582.71,705.65,125.63,52.31,90.3,46
2025-09-08,BNK002,Community First Bank,82,191,275,43227.7,18011.54,10806.93,527.17,94.3,39.3,90.3,72
2025-09-08,BNK003,Metro Financial,77,180,260,50989.51,21245.63,12747.38,662.2,118.03,49.03,88.0,52
2025-09-08,BNK004,Regional Trust Bank,62,144,208,25852.54,10771.89,6463.13,416.98,74.8,31.07,95.5,35
2025-09-08,BNK005,Digital Banking Corp,127,297,427,79399.56,33083.15,19849.89,625.19,111.39,46.49,93.3,63
2025-09-08,BNK006,Heritage Bank,27,64,94,22169.95,9237.48,5542.49,821.11,144.34,58.96,86.4,23
2025-09-08,BNK007,Innovation Bank,90,211,304,58943.36,24559.73,14735.84,654.93,116.4,48.47,86.3,46
2025-09-09,BNK001,Premier Bank,58,137,197,33066.13,13777.56,8266.53,570.11,100.57,41.96,96.1,33
2025-09-09,BNK002,Community First Bank,24,57,82,17308.39,7211.83,4327.1,721.18,126.52,52.77,97.6,24
2025-09-09,BNK003,Metro Financial,40,94,135,29788.75,12411.98,7447.19,744.72,132.04,55.16,88.5,14
2025-09-09,BNK004,Regional Trust Bank,19,45,67,9882.5,4117.71,2470.62,520.13,91.5,36.87,94.2,12
2025-09-09,BNK005,Digital Banking Corp,41,96,138,27414.03,11422.51,6853.51,668.63,118.98,49.66,86.3,33
2025-09-09,BNK006,Heritage Bank,15,37,54,11327.09,4719.62,2831.77,755.14,127.56,52.44,85.4,14
2025-09-09,BNK007,Innovation Bank,62,144,208,26134.24,10889.27,6533.56,421.52,75.62,31.41,86.8,25
